fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
10/09/2021,21,1097,87,0,730,59,386,45,34
12/04/2023,29,1098,97,0,708,89,336,68,34
14/11/2018,36,1099,93,1,201,44,200,56,14
19/06/2020,22,1099,90,0,724,66,188,39,31
17/05/2021,25,1099,50,1,128,83,155,38,26
16/06/2018,12,1100,85,1,861,53,213,49,22
15/11/2019,29,1100,67,0,140,28,456,58,23
07/11/2021,25,1100,60,0,442,86,465,57,30
06/05/2022,22,1100,90,0,641,65,11,52,34
16/11/2022,25,1100,59,0,265,42,472,46,25
07/06/2018,27,1101,43,0,711,69,485,48,31
02/12/2022,32,1101,73,0,194,32,420,53,20
08/03/2020,38,1102,100,1,499,4,468,61,14
18/05/2020,29,1103,24,0,148,68,300,51,23
03/06/2023,26,1105,60,1,417,57,459,52,35
20/01/2022,31,1106,75,0,273,71,124,53,22
11/04/2020,21,1107,71,0,914,97,470,54,37
10/08/2021,30,1107,63,0,542,88,110,68,27
14/03/2023,39,1107,71,1,422,5,498,71,14
17/12/2018,30,1108,94,0,743,69,25,42,19
05/06/2019,23,1109,54,1,981,81,32,29,25
17/07/2018,36,1110,97,1,710,47,47,37,25
18/11/2018,26,1112,71,1,885,61,217,56,22
05/01/2020,39,1113,51,1,799,38,63,52,19
27/07/2021,32,1113,22,0,199,5,146,40,19
13/06/2019,25,1114,50,0,574,36,352,56,29
24/11/2019,39,1114,34,0,398,19,436,56,19
31/08/2021,18,1114,54,1,120,26,375,62,22
22/04/2021,26,1115,49,0,648,25,93,51,21
31/01/2023,37,1115,28,1,434,42,77,55,11
29/04/2020,36,1116,66,1,451,25,348,40,21
13/02/2022,21,1116,44,1,833,0,214,56,15
03/06/2019,26,1117,99,0,271,45,443,55,29
20/06/2020,34,1117,48,0,456,94,234,45,36
21/11/2021,33,1117,52,0,956,98,389,68,29
13/01/2024,30,1118,79,1,704,95,125,50,21
14/02/2018,36,1119,29,0,416,87,162,44,20
30/07/2018,45,1121,94,1,903,25,328,48,35
03/03/2021,22,1122,86,0,711,9,227,56,26
29/07/2020,20,1123,99,0,458,52,405,35,32
12/09/2020,19,1123,74,1,313,43,460,50,23
10/01/2021,42,1123,59,0,176,69,264,60,26
15/05/2023,33,1123,34,1,474,51,170,69,23
29/11/2020,31,1125,24,0,763,32,187,68,24
09/04/2021,25,1126,97,1,399,80,100,43,31
12/06/2020,26,1127,86,0,714,46,50,71,25
18/05/2018,22,1128,60,0,980,39,323,64,23
02/10/2021,37,1128,77,0,968,31,353,59,20
16/09/2023,18,1131,95,1,350,59,299,48,23
07/11/2018,32,1132,84,0,256,46,333,36,27
16/09/2019,20,1133,90,1,237,69,324,63,21
26/03/2020,36,1133,48,1,121,89,361,54,15
09/08/2018,24,1134,84,0,926,74,215,57,33
02/06/2018,30,1136,88,0,964,23,451,48,33
20/03/2020,32,1136,60,0,262,95,346,40,21
02/09/2022,30,1138,46,0,675,52,454,47,24
03/10/2020,32,1139,63,1,599,2,441,55,25
05/02/2023,25,1141,97,0,571,82,340,43,19
15/03/2023,39,1150,82,0,257,95,84,53,20
20/06/2021,24,1151,38,0,369,97,103,38,24
17/10/2018,26,1154,34,0,435,73,115,52,29
08/04/2021,27,1169,66,0,580,20,85,45,21
27/04/2021,26,1175,35,1,825,92,364,42,29
